用户名称,评分,评论时间,有用数,常居地,加入豆瓣时间,评论,用户url,页数
Ecobeast,50,"
2018-02-22
",16,广东广州, 2016-11-17," 集结号后，中国最好的战争电影。可惜节奏把握得有点太紧，3D也太鸡肋。如果有导演加长+4K HDR，会购买BD再看一次。
        ",https://www.douban.com/people/tomwen24/,360
ejacky,10,"
2018-02-25
",0,上海, 2011-01-09," 原来看得时候想吐是原因的
        ",https://www.douban.com/people/ejacky/,340
ejw,50,"
2018-02-18
",12,广东广州, 2011-11-12," 算大陆此类电影的里程碑吧 比战狼二好看 但应该没有那个票房 希望中国电影越来越好
        ",https://www.douban.com/people/ejw/,480
elvuelo,30,"
2018-02-20
",2,江苏南京, 2007-12-15," 是很燃，燃到讓人來不及反應劇情上層出不窮的bug，埋了很多線索卻沒解開，人物也沒能立起來，但比戰狼2好得多了。
        ",https://www.douban.com/people/Elvuelo/,240
Emily,30,"
2018-02-23
",0,Turks and Caicos Islands, 2012-11-30," 3.5 意外惊喜，比起跪舔意淫好多了，不过这种片的存在本身就是一种讽刺。
        ",https://www.douban.com/people/66745469/,480
emmmmmm,10,"
2018-02-17
",39,, 2009-10-17," 中和一下情怀分，黑鹰坠落8.5 野战排8.1 兵临城下8.3 卧虎藏龙7.9，不服
        ",https://www.douban.com/people/16580010/,40
EncounterNoon,30,"
2018-02-22
",4,安徽黄山, 2016-06-20," 对枪战片无感…全程打打打视觉疲劳，广场上的后半段看的有点想睡觉
        ",https://www.douban.com/people/147324070/,420
Enjolras,40,"
2018-02-17
",4,广东广州, 2011-01-29," 从战争场面来说，绝对是世界超一流水平的杰作。片中对军方的各种武器装备和作战模式的表现真实厚重、紧张刺激、烽火硝烟、血肉横飞，观影体验极佳，视觉冲击力极强。当然，故事的短板也显而易见，冗长而缺乏逻辑性的叙事让本片险些沦为《变形金刚》一样的无脑商业片，但瑕不掩瑜。
        ",https://www.douban.com/people/Enjolras0712/,360
Eric wang。,50,"
2018-02-17
",19,云南昆明, 2017-02-13," 也没多燃，就比战狼2燃一万倍而已。
凡事就怕有对比，《红海行动》的问世，使得《战狼2》相比之下显得相当可笑，就像幼儿园的小朋友玩过家家。
        ",https://www.douban.com/people/157760293/,280
Eureka_Eureka,20,"
2018-02-18
",3,"New York City, United States", 2013-02-10," 和湄公河差不多，比战狼2好，不吹不黑两星。如果是十年前拍出来的，放到国际上可以得三星，毕竟那时候就已经有勇闯夺命岛和使命召唤了
        ",https://www.douban.com/people/68977369/,140
Evanthe,10,"
2018-02-22
",0,北京, 2007-09-04," 非洲人民也是谢谢中国政府和解放军了
        ",https://www.douban.com/people/zhouliyun0923/,200
Evarnold,50,"
2018-02-19
",4,上海, 2007-02-23," 又燃又有战术素养，同一题材，拍得比战狼二像样多了，目前中国最好的军事片。但是有两点不足：一个是拯救最后一个中国公民的主线没有交代清楚，匆匆以坦克大战结尾；另一个是处于商业考虑的黄饼结局感觉有点多余，冲淡了对写实的坚持。票房肯定会逆势上扬，但受血腥影响会很大。吃鸡大军会看high！
        ",https://www.douban.com/people/Evarnold/,440
Fairy,20,"
2018-02-23
",2,贵州黔南, 2014-11-04," 说实话没看懂黄饼什么的是啥意思。原来网上说的全程“无尿点”意思是全程突突突，呵呵。几乎没有文戏，看得人心累。
        ",https://www.douban.com/people/105393358/,340
FAKEWORM,40,"
2018-02-20
",9,上海, 2007-02-28," 这真实和血腥程度，过了审核不容易
        ",https://www.douban.com/people/weakform/,260
fanfan,10,"
2018-03-08
",5,, 2007-05-11," 在发短信中度过，震耳欲聋之音效，一星给杜比厅的舒服皮沙发
        ",https://www.douban.com/people/fanfan-April/,60
FatC,40,"
2018-02-16
",9,浙江杭州, 2010-01-27," 可能要展示的东西太多，两个多小时并不够，剧情紧凑，因为故事情节不复杂，没什么需要铺垫的，就是干，最喜欢被迫击炮伏击那一段枪战戏，扣人心弦，还有排片明显少于捉妖记和女儿国这种烂片
        ",https://www.douban.com/people/abezhang/,360
Felix Dazzlin,20,"
2018-02-20
",1,北京, 2009-08-10," 真的没什么意思，太血腥了。是陪着家人去看的
        ",https://www.douban.com/people/Jt91618/,400
fifi 突然,30,"
2018-02-27
",5,江苏无锡, 2013-01-04," 一股浓浓的吃鸡感。
                
                
        ",https://www.douban.com/people/67837773/,380
filmilly,20,"
2018-02-24
",0,广东广州, 2008-10-18," 中途睡着了
        ",https://www.douban.com/people/3077879/,300
for,10,"
2018-02-23
",0,北京, 2009-01-04," 评分这东西真是不能信，，开头还好点，后面看的我睡了半天，醒了以后更没意思，这是我这辈子以来第一部提前离场的影片。
        ",https://www.douban.com/people/for_love/,180
fortitude,20,"
2018-02-24
",0,"Brazzaville, Congo (Brazzaville)", 2011-05-14," 好想说退我票钱。这种电影的意义到底是什么，思想、情感、故事要什么什么没有，论艺术性起码要讲节奏吧，突突突炮弹坦克机关枪上天入海全突一遍，好晕。无论证明了什么，越打越觉得人总归是血肉之躯，完全燃不起来。不看《红海》真的没发觉《湄公河》拍得那么好。
        ",https://www.douban.com/people/ivyivy123/,340
Frances,20,"
2018-02-24
",5,山东济南, 2014-08-03," 一言不合就开打 打的昏天黑地血肉横飞 毫无剧情逻辑可言 16岁以下请勿观看 
        ",https://www.douban.com/people/95386641/,260
Francesha,30,"
2018-02-23
",1,四川成都, 2010-11-04," 也是没太懂 林超贤的片也需要请流量，黄景瑜就不能把口香糖吐了 舌头捋直了好好说话……杜江还可以，感觉这戏拍得很辛苦，加一分
        ",https://www.douban.com/people/sukijuri/,320
Frankenstein,20,"
2018-02-27
",0,上海, 2010-06-20," 为啥我军被扔手雷向旁边一跳就躲过去了甚至可以扔回去反杀，而恐怖分子就是一炸炸一片？为何部队整个补给被迫击炮炸没了仍然可以手雷无限扔子弹无限打…为何特种兵如此万能会开飞机会开坦克会拆弹会卫星通信…其实这就是老美看好莱坞动作大片的感觉我都懂，但你结尾画蛇添足来段南海，这也太谄媚了吧？
        ",https://www.douban.com/people/redangel/,380
Frank钊钊,30,"
2018-02-26
",0,浙江舟山, 2013-08-09," 比战狼2好看
        ",https://www.douban.com/people/frank24jiang/,260
frozenmoon,30,"
2018-02-19
",349,北京, 2006-08-12," 远远好于《湄公河》。就是有点过长了，最后那部分其实完全可以拿掉，拯救一个人以及一群人足够了，没必要这样一唱三叹。以这种热度来看，这种秀肌肉的特种军事题材应该会被规模复制，但复制成什么样子，可想而知吧。
        ",https://www.douban.com/people/1233038/,0
FUNNI,20,"
2018-02-25
",2,天津, 2008-12-11," 啪啪啪
        ",https://www.douban.com/people/funni/,220
gegemoon,30,"
2018-02-27
",3,"Los Angeles, United States", 2008-05-03," 动作场面多精彩就不说了，这个成本和调度不好看恐怕就别混了。两个勇敢的女性角色算是国内一大突破，但也就矬子里拔将军的级别吧。剧本完全落后，其实有顾顺这个“新来的”的视角可以很好地跟观众介绍一下各人物和背景信息，结果吃糖这梗还让已经日久生情的人来问，新人的设计显得多余，队员也没认全。
        ",https://www.douban.com/people/gegemoon/,60
genji,20,"
2018-02-24
",0,广东佛山, 2013-08-18," 请中国电影尊重故事，而不是画面或者肾上腺素。这片子豆瓣评分太虚高了，拉低一下。
        ",https://www.douban.com/people/76819168/,460
GothamPunk,20,"
2018-02-21
",1,北京, 2012-07-22," 老子要打死这个3D变焦手持的摄影，差点儿就吐出来了妈的。
        ",https://www.douban.com/people/63306444/,160
ha ha land,30,"
2018-02-17
",0,广东深圳, 2010-03-16," 林超贤还是能做出些东西的，逻辑也很清晰，但还是国内这类电影的通病，在各种立意上太贪心了
        ",https://www.douban.com/people/cheesee/,380
Hanamichi HOU,20,"
2018-02-28
",0,山东济南, 2009-12-11," 一部三星半四星的电影让杂乱无章毫无逻辑的运镜拖累到到两星
        ",https://www.douban.com/people/sherlock_hou/,480
hazy,50,"
2018-02-27
",1,浙江杭州, 2008-03-26," 除了主旋律特有的生硬和强行炫耀武器，其实挺好看的，只不过刚从摩洛哥回来实在太容易出戏，哪哪儿都眼熟??
        ",https://www.douban.com/people/hazychou/,260
helen,30,"
2018-02-18
",5,北京, 2008-11-14," 中国军人的命真不值钱
        ",https://www.douban.com/people/3206594/,380
Helle,50,"
2018-02-10
",3318,北京, 2007-03-13," 好莱坞叙事，好莱坞水准！14岁以下不宜观看！！
        ",https://www.douban.com/people/helle/,0
hellodantong,20,"
2018-02-20
",0,湖北武汉, 2013-02-12," 这种片子拿着爱国主义、军人风采打掩护 其实就是一纯粹狂轰乱炸突突突片子  好莱坞还没看够吗  这其实是坏，这种片子在国内越来越多 还有了军队撑腰 拍的愈发尺度大  真是可怕 还有无数人叫好
        ",https://www.douban.com/people/69045210/,360
helloliu,30,"
2018-02-23
",0,北京, 2010-05-10," 太激烈了.集体英雄主义，不知道为何这么高评分。
原来黄是负责搞基的 哈哈
        ",https://www.douban.com/people/followmydreams/,180
herbaceous,30,"
2018-02-24
",2,北京, 2006-10-15," 我看睡着了。好像是个完成都还蛮不错的类型片。但我看睡着了。
        ",https://www.douban.com/people/pig1983/,200
Ho～Jia,30,"
2018-02-22
",1,广东广州, 2017-01-29," 3.5颗星的评分，确实是在国内上映的最R的电影了，场面确实不错但分数虚高了，毕竟8.5分??你跟同分的比比看不就知道够不够格了呗
        ",https://www.douban.com/people/156990433/,380
Holmes,30,"
2018-02-20
",1,吉林长春, 2015-08-14," 颇有战狼2的感觉，我有办法然后捡了一个坦克，觉得这个有点扯啊。
        ",https://www.douban.com/people/132978338/,440
Horatio1997,20,"
2018-02-16
",2,上海, 2016-06-12," 很失望。本来期待一部跟湄公河不相上下的作品，但实际上还不如战狼。电影本身能给个及格，但这么多容易引起不适的镜头，却放在贺岁档，而且事先没有任何提示，真的好吗？
        ",https://www.douban.com/people/147002153/,320
Hozier,50,"
2018-02-18
",46,天津, 2011-05-12," 太硬了！没见过这么硬的，震撼教育，好莱坞特么简直都是pussy！不过带孩子来看imax版的家长可以被告精神虐待了吧…但是！台词太糟糕了…实在配不上这么好的镜头场面节奏服化道等等。作为主旋律电影的缺点是体现主旋律…
        ",https://www.douban.com/people/51527501/,160
hysoka,30,"
2018-02-25
",0,浙江杭州, 2010-08-13," 没有传说中那么邪乎的好看，故事线很弱，主力在枪战戏上。规规矩矩的民族英雄、血腥枪战电影吧，没什么可圈可点的。
        ",https://www.douban.com/people/zhangtianbo/,400
iltf,20,"
2018-02-24
",3,北京, 2011-07-04," 战争场面还可以看得下去 不知道怎么把口碑砸出来让成年的兔子们都掏钱跑去电影院像学生坐在课堂里一样看这样一部冗长的宣传片
        ",https://www.douban.com/people/52817939/,240
indicent time,40,"
2018-02-16
",34,福建福州, 2011-04-23," 前三十分钟会和隔壁战狼2串戏，从《美国狙击手》上身的狙击手大战以后就渐入佳境，林超贤终于以毅然决然（破罐破摔）的弃文从武，反而取得了比湄公河更有力的效果，不过贺岁第一片就把全场观众吓得不轻真的好不
        ",https://www.douban.com/people/51061132/,80
invisible,10,"
2018-02-23
",12,四川成都, 2009-07-21," 8.5分，你在逗我？
        ",https://www.douban.com/people/bosswei01/,60
Iridescence,40,"
2018-02-18
",8,北京, 2011-07-04," 与之相比，战狼2幼稚得如同幼儿园男孩的天马行空。主旋律的笔调被较均匀地分解到每一场枪林弹雨中，群像刻画得生动，故事也相对合理许多。由于个人形象的淡化，观感和湄公河行动有不小差别，不知道国产片中类似的故事还有没有别的讲法。
        ",https://www.douban.com/people/jeremyzhuo/,480
Iris,30,"
2018-02-25
",0,上海, 2008-11-28," 实在是很男性向的电影，有些镜头我直接就没看。秀肌肉+救世主心态，有些地方太浮夸，少了直指人心的力量。海清真是尬出电影院了，想翻n个白眼。拯救人质这段还是比较流畅的，包括狙击手的对垒渲染的比较好（至少不用听突突突了）。整体三星半吧。
        ",https://www.douban.com/people/wuxuqian/,480
iriselite,30,"
2018-02-19
",10,上海, 2009-01-12," 作为电影而言，毫无叙事章法，人物塑造。。。只有感官刺激了。
        ",https://www.douban.com/people/iriselite/,40
Isaac郭小米,30,"
2018-02-21
",0,北京, 2016-02-14," 一般般吧。看到后面审美疲劳了。
        ",https://www.douban.com/people/141909990/,460
J,20,"
2018-02-18
",15,, 2010-02-09," 我翘尼玛的8.5分，真的坑我不用花钱：）豆瓣影评 以后主旋律爱国片 我再信你 脑子就有屎
        ",https://www.douban.com/people/avivalovestory/,60
Ja5on,50,"
2018-02-16
",78,上海, 2016-01-10," 真的不得不说…同样的题材，比战狼2好太多了！ 一部个人英雄主义&happy ending的电影并不真实，这一部有了团队作战有了牺牲，立刻让整个故事变得有血有肉。 林导的爆炸场面也很多很过瘾！ 这部弘扬爱国主义精神的电影，看得的确很热血（二刷以后，改成了5星）
        ",https://www.douban.com/people/140372858/,140
